adoptus,immfate,letin1a,letinhsp1,letinasn1,age,sex,race,born,parborn
,,,,,43.0,male,white,,
,,,,,45.0,male,white,,
,,,,,34.0,male,white,,
,,,,,58.0,male,white,,
,,,,,59.0,female,white,,
,,,,,35.0,male,white,,
,,,,,56.0,male,white,,
,,,,,29.0,female,white,,
,,,,,30.0,female,white,,
,,,,,52.0,female,white,,
,,,,,44.0,female,black,,
,,,,,59.0,male,black,,
,,,,,63.0,female,black,,
,,,,,35.0,female,black,,
,,,,,26.0,female,black,,
,,,,,50.0,male,black,,
,,,,,42.0,female,black,,
,,,,,24.0,female,white,,
,,,,,64.0,male,white,,
,,,,,30.0,male,white,,
,,,,,34.0,male,white,,
,,,,,64.0,female,white,,
,,,,,27.0,female,white,,
,,,,,23.0,female,white,,
,,,,,21.0,male,white,,
,,,,,30.0,female,white,,
,,,,,19.0,male,white,,
,,,,,51.0,female,white,,
,,,,,78.0,male,white,,
,,,,,64.0,male,white,,
,,,,,73.0,female,white,,
,,,,,88.0,female,white,,
,,,,,38.0,female,white,,
,,,,,67.0,male,white,,
,,,,,77.0,female,white,,
,,,,,61.0,female,white,,
,,,,,62.0,male,white,,
,,,,,72.0,female,white,,
,,,,,60.0,female,white,,
,,,,,23.0,female,white,,
,,,,,41.0,male,white,,
,,,,,40.0,male,white,,
,,,,,25.0,male,white,,
,,,,,77.0,male,white,,
,,,,,25.0,male,white,,
,,,,,21.0,female,white,,
,,,,,52.0,female,white,,
,,,,,22.0,female,white,,
,,,,,23.0,male,white,,
,,,,,31.0,female,white,,
,,,,,36.0,male,white,,
,,,,,32.0,female,white,,
,,,,,50.0,male,white,,
,,,,,77.0,male,white,,
,,,,,88.0,female,white,,
,,,,,32.0,female,white,,
,,,,,22.0,male,white,,
,,,,,55.0,female,white,,
,,,,,67.0,male,white,,
,,,,,75.0,female,white,,
,,,,,45.0,male,white,,
,,,,,57.0,male,white,,
,,,,,56.0,female,white,,
,,,,,30.0,female,white,,
,,,,,26.0,male,white,,
,,,,,19.0,male,white,,
,,,,,64.0,female,white,,
,,,,,62.0,male,white,,
,,,,,68.0,male,white,,
,,,,,63.0,female,white,,
,,,,,48.0,male,black,,
,,,,,28.0,female,black,,
,,,,,75.0,female,black,,
,,,,,23.0,female,black,,
,,,,,72.0,female,black,,
,,,,,39.0,male,black,,
,,,,,30.0,male,black,,
,,,,,29.0,male,black,,
,,,,,33.0,female,white,,
,,,,,43.0,male,white,,
,,,,,51.0,female,white,,
,,,,,27.0,female,white,,
,,,,,49.0,female,white,,
,,,,,56.0,male,white,,
,,,,,49.0,male,white,,
,,,,,50.0,male,white,,
,,,,,39.0,female,white,,
,,,,,43.0,male,white,,
,,,,,20.0,male,white,,
,,,,,34.0,male,white,,
,,,,,75.0,female,white,,
,,,,,53.0,female,white,,
,,,,,29.0,male,white,,
,,,,,55.0,male,white,,
,,,,,29.0,female,white,,
,,,,,51.0,male,white,,
,,,,,45.0,female,white,,
,,,,,50.0,male,white,,
,,,,,50.0,female,white,,
,,,,,33.0,male,white,,
,,,,,29.0,female,white,,
,,,,,23.0,female,white,,
,,,,,67.0,female,white,,
,,,,,26.0,male,white,,
,,,,,36.0,female,white,,
,,,,,30.0,male,white,,
,,,,,48.0,male,white,,
,,,,,46.0,male,white,,
,,,,,59.0,female,white,,
,,,,,61.0,female,white,,
,,,,,,female,white,,
,,,,,23.0,male,white,,
,,,,,21.0,male,white,,
,,,,,32.0,male,white,,
,,,,,68.0,male,white,,
,,,,,21.0,female,white,,
,,,,,25.0,male,white,,
,,,,,49.0,female,white,,
,,,,,23.0,female,white,,
,,,,,22.0,female,white,,
,,,,,24.0,male,white,,
,,,,,78.0,female,white,,
,,,,,60.0,male,white,,
,,,,,83.0,male,white,,
,,,,,43.0,male,white,,
,,,,,58.0,female,white,,
,,,,,27.0,male,white,,
,,,,,30.0,female,white,,
,,,,,44.0,male,white,,
,,,,,28.0,female,white,,
,,,,,58.0,male,white,,
,,,,,61.0,male,white,,
,,,,,36.0,female,white,,
,,,,,63.0,male,white,,
,,,,,38.0,male,white,,
,,,,,55.0,female,white,,
,,,,,41.0,female,white,,
,,,,,74.0,male,white,,
,,,,,34.0,male,white,,
,,,,,43.0,female,white,,
,,,,,54.0,male,white,,
,,,,,25.0,female,white,,
,,,,,20.0,female,white,,
,,,,,70.0,female,white,,
,,,,,52.0,male,white,,
,,,,,68.0,male,white,,
,,,,,24.0,male,white,,
,,,,,51.0,male,white,,
,,,,,43.0,female,white,,
,,,,,50.0,male,white,,
,,,,,30.0,male,white,,
,,,,,59.0,male,white,,
,,,,,87.0,male,white,,
,,,,,26.0,female,white,,
,,,,,52.0,female,white,,
,,,,,27.0,female,white,,
,,,,,47.0,female,white,,
,,,,,37.0,male,white,,
,,,,,50.0,male,white,,
,,,,,44.0,female,white,,
,,,,,77.0,female,white,,
,,,,,74.0,male,white,,
,,,,,30.0,female,white,,
,,,,,35.0,female,white,,
,,,,,76.0,female,white,,
,,,,,35.0,male,white,,
,,,,,58.0,female,white,,
,,,,,31.0,female,white,,
,,,,,51.0,female,white,,
,,,,,53.0,male,white,,
,,,,,51.0,male,white,,
,,,,,46.0,female,white,,
,,,,,18.0,male,white,,
,,,,,69.0,male,white,,
,,,,,59.0,female,white,,
,,,,,52.0,male,white,,
,,,,,40.0,female,white,,
,,,,,66.0,male,white,,
,,,,,46.0,female,white,,
,,,,,57.0,male,white,,
,,,,,30.0,male,white,,
,,,,,19.0,male,white,,
,,,,,42.0,female,white,,
,,,,,29.0,male,black,,
,,,,,29.0,female,black,,
,,,,,23.0,female,white,,
,,,,,66.0,female,black,,
,,,,,43.0,female,black,,
,,,,,45.0,male,black,,
,,,,,68.0,male,black,,
,,,,,40.0,male,black,,
,,,,,54.0,female,white,,
,,,,,26.0,female,white,,
,,,,,66.0,male,white,,
,,,,,55.0,male,white,,
,,,,,72.0,female,white,,
,,,,,65.0,male,white,,
,,,,,23.0,female,white,,
,,,,,57.0,female,white,,
,,,,,34.0,male,white,,
,,,,,64.0,male,white,,
,,,,,42.0,male,white,,
,,,,,25.0,male,white,,
,,,,,25.0,female,white,,
,,,,,74.0,male,white,,
,,,,,37.0,male,white,,
,,,,,43.0,female,white,,
,,,,,67.0,female,white,,
,,,,,57.0,female,white,,
,,,,,65.0,female,white,,
,,,,,33.0,female,white,,
,,,,,66.0,female,white,,
,,,,,35.0,male,white,,
,,,,,20.0,male,white,,
,,,,,22.0,male,white,,
,,,,,20.0,male,white,,
,,,,,22.0,female,white,,
,,,,,48.0,male,white,,
,,,,,35.0,male,white,,
,,,,,45.0,male,white,,
,,,,,34.0,male,white,,
,,,,,37.0,male,white,,
,,,,,47.0,female,white,,
,,,,,59.0,female,white,,
,,,,,23.0,female,white,,
,,,,,29.0,female,white,,
,,,,,45.0,male,white,,
,,,,,58.0,male,white,,
,,,,,23.0,male,white,,
,,,,,36.0,male,white,,
,,,,,36.0,female,white,,
,,,,,76.0,male,white,,
,,,,,42.0,female,white,,
,,,,,34.0,female,white,,
,,,,,30.0,female,white,,
,,,,,30.0,female,white,,
,,,,,45.0,female,black,,
,,,,,26.0,female,white,,
,,,,,72.0,female,black,,
,,,,,30.0,female,white,,
,,,,,57.0,male,white,,
,,,,,47.0,male,white,,
,,,,,70.0,male,white,,
,,,,,20.0,male,white,,
,,,,,77.0,female,white,,
,,,,,73.0,male,white,,
,,,,,65.0,female,white,,
,,,,,55.0,male,white,,
,,,,,64.0,female,white,,
,,,,,33.0,male,white,,
,,,,,19.0,male,white,,
,,,,,89.0,female,white,,
,,,,,53.0,female,white,,
,,,,,49.0,male,white,,
,,,,,57.0,female,white,,
,,,,,70.0,male,white,,
,,,,,49.0,female,white,,
,,,,,76.0,male,white,,
,,,,,51.0,male,white,,
,,,,,60.0,female,black,,
,,,,,54.0,female,black,,
,,,,,71.0,female,black,,
,,,,,38.0,male,black,,
,,,,,63.0,male,black,,
,,,,,78.0,male,black,,
,,,,,26.0,female,black,,
,,,,,66.0,female,black,,
,,,,,65.0,male,black,,
,,,,,25.0,male,white,,
,,,,,34.0,female,white,,
,,,,,65.0,female,white,,
,,,,,81.0,female,white,,
,,,,,79.0,male,white,,
,,,,,80.0,male,white,,
,,,,,62.0,female,white,,
,,,,,25.0,male,white,,
,,,,,75.0,male,white,,
,,,,,25.0,female,white,,
,,,,,46.0,female,white,,
,,,,,20.0,male,white,,
,,,,,33.0,female,white,,
,,,,,50.0,female,white,,
,,,,,62.0,male,white,,
,,,,,28.0,male,white,,
,,,,,43.0,female,white,,
,,,,,31.0,female,white,,
,,,,,63.0,female,white,,
,,,,,20.0,male,white,,
,,,,,29.0,male,white,,
,,,,,24.0,male,white,,
,,,,,36.0,male,white,,
,,,,,48.0,female,white,,
,,,,,48.0,male,white,,
,,,,,47.0,male,white,,
,,,,,53.0,female,white,,
,,,,,32.0,female,white,,
,,,,,68.0,female,white,,
,,,,,38.0,female,white,,
,,,,,29.0,male,white,,
,,,,,40.0,female,white,,
,,,,,89.0,male,white,,
,,,,,72.0,female,white,,
,,,,,45.0,male,white,,
,,,,,60.0,male,white,,
,,,,,24.0,male,white,,
,,,,,31.0,male,white,,
,,,,,24.0,male,white,,
,,,,,51.0,female,white,,
,,,,,48.0,male,white,,
,,,,,44.0,female,white,,
,,,,,35.0,female,white,,
,,,,,33.0,female,white,,
,,,,,42.0,male,white,,
,,,,,29.0,male,white,,
,,,,,52.0,male,white,,
,,,,,36.0,female,white,,
,,,,,27.0,male,white,,
,,,,,48.0,female,white,,
,,,,,60.0,female,white,,
,,,,,68.0,female,white,,
,,,,,45.0,male,white,,
,,,,,23.0,male,white,,
,,,,,27.0,male,white,,
,,,,,25.0,female,white,,
,,,,,20.0,female,white,,
,,,,,22.0,male,white,,
,,,,,72.0,female,white,,
,,,,,38.0,female,white,,
,,,,,26.0,female,white,,
,,,,,66.0,female,black,,
,,,,,34.0,female,white,,
,,,,,30.0,female,white,,
,,,,,53.0,female,black,,
,,,,,37.0,female,white,,
,,,,,68.0,male,white,,
,,,,,47.0,male,white,,
,,,,,23.0,male,white,,
,,,,,55.0,male,white,,
,,,,,20.0,male,black,,
,,,,,37.0,female,white,,
,,,,,40.0,male,white,,
,,,,,65.0,female,white,,
,,,,,28.0,female,white,,
,,,,,46.0,female,white,,
,,,,,60.0,male,white,,
,,,,,19.0,male,white,,
,,,,,32.0,male,white,,
,,,,,62.0,female,white,,
,,,,,63.0,female,white,,
,,,,,64.0,female,white,,
,,,,,46.0,male,white,,
,,,,,57.0,female,white,,
,,,,,47.0,male,white,,
,,,,,64.0,male,white,,
,,,,,48.0,female,white,,
,,,,,61.0,female,white,,
,,,,,60.0,female,white,,
,,,,,29.0,male,white,,
,,,,,30.0,female,white,,
,,,,,52.0,male,white,,
,,,,,45.0,male,white,,
,,,,,78.0,male,white,,
,,,,,36.0,male,white,,
,,,,,82.0,female,white,,
,,,,,41.0,female,white,,
,,,,,39.0,female,white,,
,,,,,26.0,male,white,,
,,,,,64.0,male,white,,
,,,,,47.0,male,white,,
,,,,,21.0,female,white,,
,,,,,20.0,male,white,,
,,,,,59.0,female,white,,
,,,,,25.0,female,white,,
,,,,,49.0,female,white,,
,,,,,26.0,female,white,,
,,,,,30.0,female,white,,
,,,,,27.0,female,white,,
,,,,,33.0,male,white,,
,,,,,26.0,male,white,,
,,,,,59.0,male,white,,
,,,,,80.0,male,white,,
,,,,,22.0,male,white,,
,,,,,49.0,male,black,,
,,,,,48.0,female,black,,
,,,,,34.0,male,other,,
,,,,,38.0,female,black,,
,,,,,30.0,female,white,,
,,,,,54.0,female,black,,
,,,,,75.0,male,black,,
,,,,,56.0,female,black,,
,,,,,19.0,male,black,,
,,,,,44.0,female,white,,
,,,,,53.0,male,white,,
,,,,,35.0,female,white,,
,,,,,46.0,male,white,,
,,,,,20.0,female,white,,
,,,,,50.0,female,white,,
,,,,,51.0,male,white,,
,,,,,52.0,male,white,,
,,,,,72.0,female,black,,
,,,,,60.0,male,black,,
,,,,,22.0,male,black,,
,,,,,39.0,male,black,,
,,,,,57.0,female,black,,
,,,,,54.0,female,black,,
,,,,,49.0,female,black,,
,,,,,62.0,female,black,,
,,,,,51.0,male,black,,
,,,,,73.0,female,black,,
,,,,,27.0,female,black,,
,,,,,68.0,male,black,,
,,,,,44.0,male,black,,
,,,,,67.0,male,black,,
,,,,,78.0,female,black,,
,,,,,60.0,female,white,,
,,,,,48.0,male,white,,
,,,,,78.0,female,white,,
,,,,,47.0,female,white,,
,,,,,24.0,female,white,,
,,,,,75.0,male,white,,
,,,,,78.0,male,white,,
,,,,,24.0,male,white,,
,,,,,56.0,male,white,,
,,,,,19.0,male,black,,
,,,,,29.0,female,black,,
,,,,,32.0,female,black,,
,,,,,21.0,female,black,,
,,,,,27.0,female,black,,
,,,,,19.0,male,black,,
,,,,,56.0,male,black,,
,,,,,62.0,male,black,,
,,,,,47.0,male,black,,
,,,,,43.0,male,white,,
,,,,,39.0,male,white,,
,,,,,42.0,female,white,,
,,,,,44.0,male,white,,
,,,,,22.0,male,white,,
,,,,,34.0,female,white,,
,,,,,57.0,female,white,,
,,,,,58.0,female,white,,
,,,,,80.0,female,white,,
,,,,,73.0,female,white,,
,,,,,61.0,female,white,,
,,,,,48.0,female,white,,
,,,,,60.0,male,white,,
,,,,,30.0,female,white,,
,,,,,49.0,male,white,,
,,,,,65.0,male,white,,
,,,,,56.0,male,white,,
,,,,,40.0,male,white,,
,,,,,22.0,male,white,,
,,,,,23.0,female,white,,
,,,,,21.0,female,white,,
,,,,,22.0,male,white,,
,,,,,24.0,male,white,,
,,,,,51.0,female,white,,
,,,,,21.0,male,white,,
,,,,,22.0,female,white,,
,,,,,44.0,female,white,,
,,,,,32.0,male,black,,
,,,,,42.0,female,white,,
,,,,,34.0,female,white,,
,,,,,48.0,male,white,,
,,,,,48.0,female,white,,
,,,,,68.0,male,white,,
,,,,,31.0,male,white,,
,,,,,29.0,male,white,,
,,,,,26.0,female,white,,
,,,,,25.0,female,white,,
,,,,,35.0,female,white,,
,,,,,33.0,female,white,,
,,,,,64.0,female,white,,
,,,,,25.0,male,white,,
,,,,,59.0,male,white,,
,,,,,50.0,male,white,,
,,,,,29.0,male,white,,
,,,,,60.0,male,white,,
,,,,,54.0,male,white,,
,,,,,35.0,male,white,,
,,,,,44.0,female,white,,
,,,,,65.0,male,white,,
,,,,,55.0,female,white,,
,,,,,26.0,male,white,,
,,,,,66.0,female,white,,
,,,,,56.0,female,white,,
,,,,,49.0,male,white,,
,,,,,28.0,female,white,,
,,,,,26.0,female,white,,
,,,,,46.0,male,white,,
,,,,,65.0,female,white,,
,,,,,37.0,male,white,,
,,,,,56.0,male,white,,
,,,,,64.0,female,black,,
,,,,,47.0,female,black,,
,,,,,21.0,female,black,,
,,,,,43.0,female,black,,
,,,,,48.0,male,black,,
,,,,,68.0,male,black,,
,,,,,45.0,male,black,,
,,,,,,male,black,,
,,,,,22.0,female,white,,
,,,,,77.0,female,white,,
,,,,,69.0,male,white,,
,,,,,65.0,female,white,,
,,,,,59.0,female,white,,
,,,,,65.0,male,white,,
,,,,,42.0,male,white,,
,,,,,45.0,male,black,,
,,,,,26.0,male,black,,
,,,,,32.0,female,white,,
,,,,,28.0,male,white,,
,,,,,37.0,female,white,,
,,,,,46.0,female,white,,
,,,,,72.0,female,white,,
,,,,,26.0,male,white,,
,,,,,24.0,male,white,,
,,,,,50.0,male,white,,
,,,,,68.0,female,white,,
,,,,,72.0,female,white,,
,,,,,47.0,female,white,,
,,,,,45.0,male,white,,
,,,,,23.0,male,white,,
,,,,,39.0,female,white,,
,,,,,46.0,female,white,,
,,,,,45.0,male,white,,
,,,,,63.0,male,white,,
,,,,,30.0,male,white,,
,,,,,61.0,female,white,,
,,,,,19.0,male,white,,
,,,,,50.0,female,white,,
,,,,,46.0,female,white,,
,,,,,54.0,male,white,,
,,,,,35.0,female,white,,
,,,,,51.0,female,white,,
,,,,,29.0,female,white,,
,,,,,38.0,male,white,,
,,,,,41.0,male,white,,
,,,,,74.0,female,white,,
,,,,,56.0,male,white,,
,,,,,50.0,male,white,,
,,,,,34.0,female,white,,
,,,,,61.0,female,white,,
,,,,,21.0,male,white,,
,,,,,30.0,female,white,,
,,,,,61.0,female,white,,
,,,,,19.0,female,white,,
,,,,,60.0,male,white,,
,,,,,46.0,male,white,,
,,,,,63.0,male,white,,
,,,,,41.0,male,white,,
,,,,,37.0,male,white,,
,,,,,35.0,male,white,,
,,,,,54.0,female,white,,
,,,,,51.0,female,white,,
,,,,,27.0,female,white,,
,,,,,59.0,male,white,,
,,,,,52.0,male,white,,
,,,,,48.0,female,white,,
,,,,,51.0,female,white,,
,,,,,31.0,female,white,,
,,,,,20.0,female,white,,
,,,,,31.0,male,white,,
,,,,,32.0,male,white,,
,,,,,49.0,female,white,,
,,,,,67.0,male,white,,
,,,,,50.0,male,white,,
,,,,,48.0,female,white,,
,,,,,42.0,female,white,,
,,,,,45.0,male,white,,
,,,,,27.0,male,white,,
,,,,,56.0,female,white,,
,,,,,61.0,female,white,,
,,,,,42.0,male,white,,
,,,,,65.0,male,white,,
,,,,,52.0,female,white,,
,,,,,51.0,female,white,,
,,,,,68.0,female,white,,
,,,,,62.0,male,white,,
,,,,,42.0,female,white,,
,,,,,87.0,male,white,,
,,,,,25.0,male,white,,
,,,,,58.0,female,white,,
,,,,,21.0,male,white,,
,,,,,34.0,female,black,,
,,,,,31.0,male,black,,
,,,,,24.0,female,black,,
,,,,,27.0,female,black,,
,,,,,20.0,male,black,,
,,,,,38.0,female,black,,
,,,,,30.0,male,black,,
,,,,,50.0,male,black,,
,,,,,36.0,female,black,,
,,,,,45.0,female,white,,
,,,,,35.0,female,black,,
,,,,,50.0,male,white,,
,,,,,34.0,male,white,,
,,,,,36.0,female,white,,
,,,,,47.0,male,white,,
,,,,,27.0,female,white,,
,,,,,54.0,male,white,,
,,,,,25.0,female,white,,
,,,,,64.0,female,white,,
,,,,,63.0,female,white,,
,,,,,41.0,female,white,,
,,,,,20.0,male,white,,
,,,,,49.0,male,white,,
,,,,,59.0,male,white,,
,,,,,29.0,male,white,,
,,,,,29.0,female,white,,
,,,,,39.0,male,white,,
,,,,,62.0,female,white,,
,,,,,21.0,female,white,,
,,,,,32.0,male,white,,
,,,,,33.0,female,white,,
,,,,,59.0,male,white,,
,,,,,25.0,male,white,,
,,,,,27.0,male,white,,
,,,,,30.0,female,white,,
,,,,,28.0,female,white,,
,,,,,18.0,female,black,,
,,,,,56.0,male,black,,
,,,,,22.0,female,black,,
,,,,,34.0,male,black,,
,,,,,50.0,male,black,,
,,,,,43.0,male,white,,
,,,,,,female,white,,
,,,,,24.0,female,white,,
,,,,,29.0,male,white,,
,,,,,29.0,female,white,,
,,,,,39.0,female,white,,
,,,,,46.0,female,white,,
,,,,,41.0,male,white,,
,,,,,57.0,male,white,,
,,,,,34.0,male,white,,
,,,,,44.0,male,white,,
,,,,,48.0,female,white,,
,,,,,21.0,male,white,,
,,,,,27.0,female,white,,
,,,,,37.0,male,white,,
,,,,,20.0,male,white,,
,,,,,21.0,male,white,,
,,,,,38.0,female,white,,
,,,,,42.0,female,white,,
,,,,,30.0,male,white,,
,,,,,39.0,female,white,,
,,,,,51.0,male,black,,
,,,,,68.0,male,black,,
,,,,,24.0,female,black,,
,,,,,25.0,male,black,,
,,,,,24.0,female,black,,
,,,,,18.0,male,black,,
,,,,,44.0,female,black,,
,,,,,55.0,female,black,,
,,,,,57.0,male,white,,
,,,,,29.0,female,white,,
,,,,,76.0,female,white,,
,,,,,49.0,male,white,,
,,,,,85.0,male,white,,
,,,,,47.0,female,white,,
,,,,,74.0,male,white,,
,,,,,52.0,male,white,,
,,,,,63.0,male,white,,
,,,,,50.0,male,white,,
,,,,,32.0,male,white,,
,,,,,58.0,female,white,,
,,,,,52.0,female,white,,
,,,,,49.0,female,white,,
,,,,,48.0,male,white,,
,,,,,70.0,female,black,,
,,,,,22.0,male,black,,
,,,,,40.0,female,black,,
,,,,,49.0,male,black,,
,,,,,67.0,male,black,,
,,,,,46.0,female,black,,
,,,,,20.0,female,black,,
,,,,,41.0,female,black,,
,,,,,55.0,male,black,,
,,,,,42.0,female,white,,
,,,,,47.0,male,white,,
,,,,,20.0,female,white,,
,,,,,69.0,female,white,,
,,,,,74.0,female,white,,
,,,,,35.0,male,white,,
,,,,,22.0,male,white,,
,,,,,35.0,male,white,,
,,,,,54.0,male,white,,
,,,,,51.0,female,white,,
,,,,,36.0,female,white,,
,,,,,32.0,male,white,,
,,,,,54.0,female,white,,
,,,,,41.0,female,white,,
,,,,,31.0,female,white,,
,,,,,26.0,male,white,,
,,,,,78.0,female,white,,
,,,,,46.0,male,white,,
,,,,,67.0,female,white,,
,,,,,39.0,male,white,,
,,,,,76.0,male,white,,
,,,,,34.0,female,white,,
,,,,,35.0,female,white,,
,,,,,55.0,male,white,,
,,,,,44.0,female,white,,
,,,,,40.0,female,white,,
,,,,,57.0,female,white,,
,,,,,67.0,male,black,,
,,,,,68.0,female,black,,
,,,,,32.0,female,white,,
,,,,,46.0,female,black,,
,,,,,62.0,male,black,,
,,,,,72.0,male,white,,
,,,,,25.0,female,white,,
,,,,,69.0,female,white,,
,,,,,38.0,female,white,,
,,,,,56.0,male,white,,
,,,,,20.0,male,white,,
,,,,,66.0,female,white,,
,,,,,78.0,male,white,,
,,,,,56.0,female,white,,
,,,,,66.0,male,white,,
,,,,,44.0,male,white,,
,,,,,46.0,male,white,,
,,,,,43.0,female,white,,
,,,,,37.0,female,white,,
,,,,,49.0,female,white,,
,,,,,53.0,female,white,,
,,,,,20.0,female,white,,
,,,,,53.0,female,white,,
,,,,,79.0,male,white,,
,,,,,25.0,male,white,,
,,,,,25.0,female,white,,
,,,,,44.0,male,white,,
,,,,,55.0,female,white,,
,,,,,27.0,male,white,,
,,,,,76.0,female,white,,
,,,,,30.0,female,white,,
,,,,,22.0,male,white,,
,,,,,40.0,male,white,,
,,,,,50.0,female,white,,
,,,,,40.0,female,white,,
,,,,,56.0,female,white,,
,,,,,37.0,female,white,,
,,,,,58.0,male,white,,
,,,,,30.0,male,white,,
,,,,,53.0,male,white,,
,,,,,25.0,female,white,,
,,,,,58.0,male,white,,
,,,,,72.0,male,white,,
,,,,,34.0,male,white,,
,,,,,39.0,female,white,,
,,,,,51.0,female,black,,
,,,,,85.0,male,white,,
,,,,,77.0,male,white,,
,,,,,25.0,female,white,,
,,,,,39.0,female,white,,
,,,,,36.0,female,white,,
,,,,,45.0,male,white,,
,,,,,19.0,female,white,,
,,,,,41.0,female,white,,
,,,,,38.0,male,white,,
,,,,,24.0,male,white,,
,,,,,22.0,female,white,,
,,,,,21.0,female,white,,
,,,,,71.0,male,white,,
,,,,,43.0,female,white,,
,,,,,44.0,female,white,,
,,,,,20.0,male,white,,
,,,,,74.0,female,white,,
,,,,,51.0,female,white,,
,,,,,38.0,male,white,,
,,,,,55.0,male,white,,
,,,,,56.0,male,white,,
,,,,,51.0,female,white,,
,,,,,62.0,female,white,,
,,,,,25.0,female,white,,
,,,,,21.0,female,white,,
,,,,,20.0,female,white,,
,,,,,27.0,male,white,,
,,,,,33.0,female,white,,
,,,,,39.0,male,white,,
,,,,,56.0,female,white,,
,,,,,52.0,male,white,,
,,,,,49.0,female,white,,
,,,,,28.0,male,white,,
,,,,,28.0,female,white,,
,,,,,63.0,male,white,,
,,,,,47.0,female,white,,
,,,,,69.0,female,white,,
,,,,,25.0,female,white,,
,,,,,30.0,male,black,,
,,,,,22.0,male,black,,
,,,,,42.0,female,black,,
,,,,,40.0,male,white,,
,,,,,32.0,male,white,,
,,,,,24.0,female,white,,
,,,,,52.0,female,white,,
,,,,,43.0,female,white,,
,,,,,20.0,female,white,,
,,,,,27.0,male,white,,
,,,,,40.0,male,white,,
,,,,,60.0,female,white,,
,,,,,51.0,female,white,,
,,,,,68.0,male,white,,
,,,,,59.0,male,white,,
,,,,,29.0,female,white,,
,,,,,34.0,female,white,,
,,,,,27.0,male,white,,
,,,,,46.0,male,white,,
,,,,,47.0,female,white,,
,,,,,31.0,male,black,,
,,,,,57.0,male,white,,
,,,,,28.0,male,white,,
,,,,,27.0,female,white,,
,,,,,34.0,female,white,,
,,,,,35.0,female,white,,
,,,,,27.0,male,white,,
,,,,,70.0,male,white,,
,,,,,53.0,female,white,,
,,,,,41.0,male,white,,
,,,,,24.0,male,white,,
,,,,,55.0,female,white,,
,,,,,39.0,male,white,,
,,,,,21.0,female,white,,
,,,,,51.0,male,white,,
,,,,,62.0,male,white,,
,,,,,26.0,female,white,,
,,,,,21.0,female,white,,
,,,,,43.0,female,white,,
,,,,,62.0,male,white,,
,,,,,54.0,female,white,,
,,,,,75.0,male,white,,
,,,,,50.0,female,white,,
,,,,,56.0,male,white,,
,,,,,48.0,male,white,,
,,,,,20.0,male,white,,
,,,,,44.0,female,white,,
,,,,,43.0,male,white,,
,,,,,43.0,male,white,,
,,,,,24.0,female,white,,
,,,,,30.0,female,white,,
,,,,,42.0,female,white,,
,,,,,45.0,male,white,,
,,,,,77.0,male,white,,
,,,,,19.0,female,white,,
,,,,,23.0,female,white,,
,,,,,32.0,female,white,,
,,,,,35.0,female,white,,
,,,,,41.0,male,white,,
,,,,,39.0,male,white,,
,,,,,31.0,male,white,,
,,,,,32.0,female,white,,
,,,,,41.0,female,white,,
,,,,,83.0,female,white,,
,,,,,65.0,male,white,,
,,,,,46.0,male,white,,
,,,,,22.0,male,white,,
,,,,,52.0,female,white,,
,,,,,47.0,male,black,,
,,,,,30.0,male,black,,
,,,,,54.0,female,black,,
,,,,,22.0,female,black,,
,,,,,66.0,male,black,,
,,,,,21.0,male,white,,
,,,,,36.0,male,white,,
,,,,,28.0,male,white,,
,,,,,22.0,female,white,,
,,,,,59.0,male,white,,
,,,,,22.0,female,white,,
,,,,,31.0,female,white,,
,,,,,23.0,female,white,,
,,,,,59.0,male,white,,
,,,,,58.0,female,white,,
,,,,,38.0,male,white,,
,,,,,26.0,female,white,,
,,,,,46.0,female,white,,
,,,,,35.0,male,white,,
,,,,,30.0,male,white,,
,,,,,63.0,female,white,,
,,,,,26.0,female,white,,
,,,,,62.0,female,white,,
,,,,,74.0,female,white,,
,,,,,31.0,male,white,,
,,,,,70.0,female,white,,
,,,,,65.0,female,white,,
,,,,,43.0,male,white,,
,,,,,74.0,female,white,,
,,,,,57.0,female,white,,
,,,,,60.0,female,white,,
,,,,,52.0,male,white,,
,,,,,24.0,male,white,,
,,,,,41.0,female,white,,
,,,,,29.0,male,white,,
,,,,,74.0,male,white,,
,,,,,64.0,female,white,,
,,,,,35.0,female,white,,
,,,,,36.0,male,white,,
,,,,,34.0,male,white,,
,,,,,55.0,female,white,,
,,,,,34.0,female,white,,
,,,,,57.0,female,white,,
,,,,,24.0,male,white,,
,,,,,60.0,male,white,,
,,,,,61.0,female,white,,
,,,,,26.0,female,white,,
,,,,,74.0,male,white,,
,,,,,56.0,female,black,,
,,,,,22.0,male,black,,
,,,,,47.0,male,black,,
,,,,,66.0,female,black,,
,,,,,64.0,male,black,,
,,,,,27.0,female,white,,
,,,,,32.0,female,white,,
,,,,,50.0,male,white,,
,,,,,68.0,male,white,,
,,,,,47.0,female,white,,
,,,,,26.0,male,white,,
,,,,,34.0,female,white,,
,,,,,39.0,female,white,,
,,,,,30.0,male,white,,
,,,,,65.0,female,white,,
,,,,,74.0,male,black,,
,,,,,59.0,female,white,,
,,,,,67.0,male,white,,
,,,,,26.0,male,other,,
,,,,,71.0,male,white,,
,,,,,20.0,male,white,,
,,,,,23.0,female,white,,
,,,,,33.0,male,white,,
,,,,,24.0,female,white,,
,,,,,41.0,female,white,,
,,,,,69.0,female,white,,
,,,,,43.0,male,white,,
